Taxonomic lineage (GENUS)	Taxonomic lineage (SPECIES)	Taxonomic lineage IDs (GENUS)	Taxonomic lineage IDs (SPECIES)	KEGG	KO	EC number	COG ID	MP1	MP2	MP3	MP4
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2853	K07730	1.11.1.6	COG1497	1.77784804901665	0.0	1.10792824259676	3.40402953159883
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0862	K00754,K00754,K00721,K00754,K00754,K00754,K00754,K00754	3.1.3.3	COG0463	0.0	2.6845587532383	0.0	0.0
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K00754,K00754,K00754,K00703,K00705,K00754,K00754,K08239,K00754,K00754,K03429,K00754,K00754,K08256,K00754,K08256,K00754,K00705,K00754,K02840,K00754,K00754	2.4.1.-	COG0438	0.0	2.6845587532383	0.0	0.0
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K07316,K00571,K00571,K00599,K00571	2.1.1.72	COG2189	2.66677207352497	0.0	0.0	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2658	K00174	1.6.5.3	COG1014	2.66677207352497	0.0	0.0	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1814	K00754,K00754,K00754,K00754,K00754,K07011,K00754,K00754,K07011,K00710,K07011,K07011,K07011	1.2.4.1	COG1216	0.888924024508324	2.6845587532383	1.10792824259676	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3511	K00754,K08884,K00908,K01277,K02208,K00476,K00908,K00908,K00908,K00754,K08287,K00908,K01179,K00754,K00908,K01768,K02350,K00575,K00908,K06026,K00908,K00908,K02350,K03797,K00908,K05345,K00575,K06026,K07126	2.4.-.-	COG0457	2.66677207352497	0.894852917746099	1.10792824259676	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3027				0.888924024508324	2.6845587532383	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0269,mcj:MCON_0604,mcj:MCON_0628,mcj:MCON_3419				0.888924024508324	2.6845587532383	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1611	K03147	1.6.5.3	COG0422	2.66677207352497	0.894852917746099	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1083				0.888924024508324	0.0	0.0	3.40402953159883
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0				COG4832	0.888924024508324	0.0	0.0	3.40402953159883
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0661	K02016	1.1.1.23	COG0614	0.888924024508324	0.0	0.0	3.40402953159883
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1077	K01338	3.4.21.53	COG4930	0.0	0.894852917746099	0.0	3.40402953159883
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_1195	K01893,K04763,K04763,K04763,K04763		COG4974	0.0	0.894852917746099	0.0	3.40402953159883
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2211	K07484			0.0	0.0	0.0	2.26935302106589
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2170				0.0	0.0	0.0	2.26935302106589
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0053		2.7.7.6	COG0086	0.0	0.0	0.0	2.26935302106589
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0352		6.2.1.1	COG0365	0.0	0.0	0.0	2.26935302106589
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0827	K09148			0.0	0.0	0.0	2.26935302106589
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0644			COG4584	0.0	0.0	0.0	2.26935302106589
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1979				0.0	0.0	0.0	2.26935302106589
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1020	K03660	3.2.2.21	COG0122	0.0	0.0	0.0	2.26935302106589
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1773				0.0	0.0	0.0	2.26935302106589
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1249				0.0	0.0	0.0	2.26935302106589
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2270	K07151	2.4.99.21	COG1287	0.0	0.0	0.0	2.26935302106589
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K00863	2.7.1.-	COG2390	0.0	0.0	0.0	2.26935302106589
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0876			COG1848	0.0	0.0	0.0	2.26935302106589
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2478	K22757	2.3.2.5	COG3823	0.0	0.0	2.21585648519352	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0396		5.1.3.14		0.0	0.0	2.21585648519352	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1775	K02123	3.6.3.14	COG1269	0.0	0.0	2.21585648519352	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0687	K00194	2.1.1.245	COG2069	0.0	0.0	2.21585648519352	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1353		2.7.13.3	COG2202	0.0	0.0	2.21585648519352	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0238	K00201	1.2.7.12	COG1029	0.0	0.0	2.21585648519352	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3320	K07491			0.0	0.0	2.21585648519352	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2507	K01875	6.1.1.11	COG0172	0.0	0.0	2.21585648519352	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1092	K01376,K07004	2.7.11.1	COG3391	0.0	0.0	2.21585648519352	0.0
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			4.2.1.47	COG1089	0.0	0.0	2.21585648519352	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2213	K04487	2.8.1.7	COG1104	0.0	0.0	2.21585648519352	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1860	K00754,K00754,K00754,K00754,K00754,K07011,K00754,K00754,K07011,K00710,K07011,K07011,K07011	1.2.4.1	COG1216	0.888924024508324	0.0	3.32378472779028	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3032		3.5.4.10	COG0138	0.888924024508324	0.0	3.32378472779028	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1559		6.5.1.1	COG1793	0.888924024508324	0.0	3.32378472779028	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_3136				0.0	0.894852917746099	3.32378472779028	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0499	K03406	2.7.13.3	COG2202	1.77784804901665	0.0	4.43171297038704	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0884	K01512	3.6.1.7	COG1254	0.888924024508324	0.894852917746099	0.0	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1792		2.7.13.3	COG0642	0.888924024508324	0.894852917746099	0.0	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1406	K03406			0.888924024508324	0.894852917746099	0.0	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0195	K15527	4.2.3.1	COG0498	0.888924024508324	0.894852917746099	0.0	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1175		4.6.1.1	COG0840	0.888924024508324	0.894852917746099	0.0	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0770		2.7.13.3	COG2202	0.888924024508324	0.894852917746099	0.0	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0343	K03699	1.1.1.205	COG1253	0.888924024508324	0.894852917746099	0.0	0.0
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K03657	6.3.2.6	COG0628	0.888924024508324	0.894852917746099	0.0	0.0
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0				COG2028	0.888924024508324	0.894852917746099	0.0	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3212				0.888924024508324	0.894852917746099	0.0	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2864	K07075		COG1669	0.888924024508324	0.894852917746099	0.0	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2858		4.2.1.47	COG1089	3.5556960980333	0.0	6.64756945558055	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1050		3.4.21.-	COG3591	2.66677207352497	2.6845587532383	3.32378472779028	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1775,mcj:MCON_3226,mcj:MCON_3325				0.0	1.7897058354922	0.0	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0354		4.6.1.1	COG0840	0.0	1.7897058354922	0.0	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0422		3.4.24.-	COG3291	0.0	1.7897058354922	0.0	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3042	K18210	1.1.5.3	COG0247	0.0	1.7897058354922	0.0	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1502		2.1.3.3	COG0542	0.0	1.7897058354922	0.0	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2846				0.0	1.7897058354922	0.0	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0999				0.0	1.7897058354922	0.0	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3486	K01417,K01802,K00870,K00754,K01417	3.4.24.-	COG4783	1.77784804901665	0.0	0.0	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1747				1.77784804901665	0.0	0.0	0.0
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K01881	6.1.1.15	COG0442	1.77784804901665	0.0	0.0	0.0
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_0871				1.77784804901665	0.0	0.0	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2632	K00088	1.1.1.205	COG0517	1.77784804901665	0.0	0.0	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3216			COG5558	1.77784804901665	0.0	0.0	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2655	K04488	2.8.1.-	COG0822	1.77784804901665	0.0	0.0	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2654	K00930	2.7.2.8	COG0548	1.77784804901665	0.0	0.0	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1485	K16150	2.4.1.-	COG0438	1.77784804901665	0.0	0.0	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2710				1.77784804901665	0.0	0.0	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3228	K09714		COG1356	1.77784804901665	0.0	0.0	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0376	K00219,K00540,K00540	1.-.-.-	COG1902	1.77784804901665	0.0	0.0	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2551		2.7.13.3	COG2202	1.77784804901665	0.0	0.0	0.0
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0					4.44462012254162	0.0	2.21585648519352	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2556				0.888924024508324	1.7897058354922	3.32378472779028	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1311	K01129	3.1.5.1	COG0232	0.888924024508324	0.894852917746099	2.21585648519352	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0240		1.2.7.12		0.888924024508324	0.894852917746099	2.21585648519352	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0786				0.888924024508324	1.7897058354922	1.10792824259676	0.0
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.7.13.3	COG2202	0.888924024508324	1.7897058354922	1.10792824259676	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3544		3.1.21.-	COG0535	1.77784804901665	0.894852917746099	1.10792824259676	0.0
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_0442	K00754,K08884,K00908,K01277,K02208,K00476,K00908,K00908,K00908,K00754,K08287,K00908,K01179,K00754,K00908,K01768,K02350,K00575,K00908,K06026,K00908,K00908,K02350,K03797,K00908,K05345,K00575,K06026,K07126	2.4.-.-	COG0457	0.888924024508324	1.7897058354922	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2175			COG5659	0.888924024508324	1.7897058354922	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0347	K03406	4.6.1.1	COG0840	1.77784804901665	0.894852917746099	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0660	K03531	4.1.3.-	COG0206	1.77784804901665	0.894852917746099	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3562				1.77784804901665	0.894852917746099	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2971	K02224,K02224	6.3.5.11,6.3.5.12	COG1797	1.77784804901665	4.47426458873049	3.32378472779028	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0739	K09002		COG1337	1.77784804901665	0.0	1.10792824259676	2.26935302106589
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1780	K18672	2.7.7.85	COG1624	0.888924024508324	0.0	1.10792824259676	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1435		2.7.13.3	COG0642	0.888924024508324	0.0	1.10792824259676	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0881			COG3158	0.888924024508324	0.0	1.10792824259676	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2120	K02016			0.888924024508324	0.0	1.10792824259676	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3450	K01183,K01783,K01783		COG0803	0.888924024508324	0.0	1.10792824259676	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2722	K15633	5.4.2.12	COG0696	0.888924024508324	0.0	1.10792824259676	1.13467651053294
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K00599,K00599,K00599,K00599	2.1.1.-	COG3315	0.888924024508324	0.0	1.10792824259676	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2659	K01999	2.7.10.-	COG0683	0.0	0.894852917746099	1.10792824259676	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1998				0.0	0.894852917746099	1.10792824259676	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2696				0.0	0.894852917746099	1.10792824259676	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3330	K07496,K07496,K07496,K07496,K07496,K07496,K07496,K07496,K07496		COG0675	0.0	0.894852917746099	1.10792824259676	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0665		3.5.1.90		0.0	0.894852917746099	1.10792824259676	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0392				0.0	0.894852917746099	1.10792824259676	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1034	K11646	1.4.1.24		0.0	0.894852917746099	1.10792824259676	1.13467651053294
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0				COG2018	0.0	0.894852917746099	1.10792824259676	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3220	K07638,K07649,K07639,K07646,K02484,K02484,K07645,K00936	2.7.13.3	COG0642	2.66677207352497	0.0	1.10792824259676	0.0
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			5.3.2.-	COG1942	2.66677207352497	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0593	K03120		COG2101	1.77784804901665	0.0	0.0	3.40402953159883
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2095	K21636	1.17.4.2	COG1328	1.77784804901665	0.0	3.32378472779028	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1090				2.66677207352497	0.894852917746099	1.10792824259676	1.13467651053294
Methanothrix	Methanothrix harundinacea	2222.0	301375.0	mhi:Mhar_1712	K19076		COG1353	2.66677207352497	0.894852917746099	1.10792824259676	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0914	K03665	1.17.4.1	COG2262	0.888924024508324	0.0	0.0	2.26935302106589
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0543			COG4843	1.77784804901665	1.7897058354922	2.21585648519352	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2510	K07462	3.1.-.-	COG0608	0.888924024508324	0.0	2.21585648519352	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1733	K00201	1.2.7.12	COG1029	0.888924024508324	0.0	2.21585648519352	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1178	K02123	3.6.3.14	COG1269	0.888924024508324	0.0	2.21585648519352	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1354		2.7.13.3	COG2202	0.0	0.894852917746099	2.21585648519352	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0193		3.6.3.30	COG4172	0.0	0.894852917746099	2.21585648519352	0.0
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1925	K00299	1.18.1.1	COG0655	0.0	0.894852917746099	2.21585648519352	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1442		2.7.13.3	COG2202	0.888924024508324	2.6845587532383	2.21585648519352	0.0
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2106	K14107	1.2.99.5	COG0247	0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2412		3.5.1.28	COG1305	0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1690	K22736		COG1814	0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2033	K01872	6.1.1.7	COG0013	0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2753		2.3.1.128	COG1670	0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0145,mhu:Mhun_0416,mhu:Mhun_1176,mhu:Mhun_1524,mhu:Mhun_3115			COG3666	0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2663		2.4.2.29	COG0343	0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3483				0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2759				0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1076				0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1862	K01784	2.1.1.228	COG0451	0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3526				0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_1990				0.0	0.0	0.0	1.13467651053294
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			2.5.1.89	COG0020	0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0196	K02003	3.6.3.-	COG1136	0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0045		1.4.1.13	COG0069	0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2357				0.0	0.0	0.0	1.13467651053294
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			3.1.3.3	COG1340	0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1509				0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0482	K00492,K00521,K00521,K00492,K00492,K00492,K00492	1.5.1.-	COG1853	0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0985		3.6.4.12	COG1241	0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1040	K03420	3.6.4.6	COG1222	0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0871				0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0304	K00678		COG1842	0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0461			COG0396	0.0	0.0	0.0	1.13467651053294
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0		K00840,K00821	2.6.1.11	COG4992	0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0714	K03657	5.6.2.4	COG0210	0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2801	K09807			0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2734				0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1348		3.6.3.4	COG2217	0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2340		3.4.11.9	COG0006	0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_2956				0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_2055	K07316,K00571,K00571,K00599,K00571	2.1.1.72	COG2189	0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_3087	K02480	2.7.13.3	COG4564	0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0307		1.1.1.-	COG2133	0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_1244			COG2013	0.0	0.0	0.0	1.13467651053294
Methanobacterium	Methanobacterium formicicum	2160.0	2162.0			3.1.26.5		0.0	0.0	0.0	1.13467651053294
Methanospirillum	Methanospirillum hungatei	2202.0	2203.0	mhu:Mhun_0647	K13831	4.1.2.43	COG0684	0.0	0.0	0.0	1.13467651053294
Methanothrix	Methanothrix soehngenii	2222.0	2223.0	mcj:MCON_0136			COG4739	0.0	0.0	0.0	1.13467651053294
